;query;query_ru
94;SELECT DISTINCT T1.city FROM addresses AS T1 JOIN people_addresses AS T2 ON T1.address_id = T2.address_id JOIN students AS T3 ON T2.person_id = T3.student_id;ВЫБРАТЬ РАЗЛИЧНЫЕ T1.город ИЗ справочник.адреса КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.адресалюдей КАК T2 ПО T1.ссылка = T2.адрес ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.студенты КАК T3 ПО T2.человек = T3.ссылка
95;SELECT course_name FROM courses ORDER BY course_name;ВЫБРАТЬ наименование ИЗ справочник.курсы УПОРЯДОЧИТЬ ПО наименование
96;SELECT course_name FROM courses ORDER BY course_name;ВЫБРАТЬ наименование ИЗ справочник.курсы УПОРЯДОЧИТЬ ПО наименование
97;SELECT first_name FROM people ORDER BY first_name;ВЫБРАТЬ имя ИЗ справочник.люди УПОРЯДОЧИТЬ ПО имя
98;SELECT first_name FROM people ORDER BY first_name;ВЫБРАТЬ имя ИЗ справочник.люди УПОРЯДОЧИТЬ ПО имя
99;SELECT student_id FROM student_course_registrations UNION SELECT student_id FROM student_course_attendance;ВЫБРАТЬ student_id ИЗ регистрсведений.регистрациястудентовнакурсы ОБЪЕДИНИТЬ ВСЕ ВЫБРАТЬ student_id ИЗ регистрсведений.посещаемостьстудентов
100;SELECT student_id FROM student_course_registrations UNION SELECT student_id FROM student_course_attendance;ВЫБРАТЬ student_id ИЗ регистрсведений.регистрациястудентовнакурсы ОБЪЕДИНИТЬ ВСЕ ВЫБРАТЬ student_id ИЗ регистрсведений.посещаемостьстудентов
101;SELECT course_id FROM student_course_registrations WHERE student_id = 121 UNION SELECT course_id FROM student_course_attendance WHERE student_id = 121;ВЫБРАТЬ курс ИЗ регистрсведений.регистрациястудентовнакурсы ГДЕ студент = 121 ОБЪЕДИНИТЬ ВСЕ ВЫБРАТЬ курс ИЗ регистрсведений.посещаемостьстудентов ГДЕ студент = 121
102;SELECT course_id FROM student_course_registrations WHERE student_id = 121 UNION SELECT course_id FROM student_course_attendance WHERE student_id = 121;ВЫБРАТЬ курс ИЗ регистрсведений.регистрациястудентовнакурсы ГДЕ студент = 121 ОБЪЕДИНИТЬ ВСЕ ВЫБРАТЬ курс ИЗ регистрсведений.посещаемостьстудентов ГДЕ студент = 121
103;SELECT * FROM student_course_registrations WHERE student_id NOT IN (SELECT student_id FROM student_course_attendance);ВЫБРАТЬ * ИЗ регистрсведений.регистрациястудентовнакурсы ГДЕ student_id НЕ В (ВЫБРАТЬ student_id ИЗ регистрсведений.посещаемостьстудентов)
104;SELECT * FROM student_course_registrations WHERE student_id NOT IN (SELECT student_id FROM student_course_attendance);ВЫБРАТЬ * ИЗ регистрсведений.регистрациястудентовнакурсы ГДЕ student_id НЕ В (ВЫБРАТЬ student_id ИЗ регистрсведений.посещаемостьстудентов)
105;"SELECT T2.student_id FROM courses AS T1 JOIN student_course_registrations AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""statistics"" ORDER BY T2.registration_date";"ВЫБРАТЬ T2.студент ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.регистрациястудентовнакурсы КАК T2 ПО T1.ссылка = T2.курс ГДЕ T1.наименование = ""statistics"" УПОРЯДОЧИТЬ ПО T2.датарегистрации"
106;"SELECT T2.student_id FROM courses AS T1 JOIN student_course_registrations AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""statistics"" ORDER BY T2.registration_date";"ВЫБРАТЬ T2.студент ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.регистрациястудентовнакурсы КАК T2 ПО T1.ссылка = T2.курс ГДЕ T1.наименование = ""statistics"" УПОРЯДОЧИТЬ ПО T2.датарегистрации"
107;"SELECT T2.student_id FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""statistics"" ORDER BY T2.date_of_attendance";"ВЫБРАТЬ T2.студент ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.посещаемостьстудентов КАК T2 ПО T1.ссылка = T2.курс ГДЕ T1.наименование = ""statistics"" УПОРЯДОЧИТЬ ПО T2.датапосещения"
108;"SELECT T2.student_id FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""statistics"" ORDER BY T2.date_of_attendance";"ВЫБРАТЬ T2.студент ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.посещаемостьстудентов КАК T2 ПО T1.ссылка = T2.курс ГДЕ T1.наименование = ""statistics"" УПОРЯДОЧИТЬ ПО T2.датапосещения"
109;SELECT date FROM weather WHERE max_temperature_f  >  85;ВЫБРАТЬ дата ИЗ регистрсведений.погода ГДЕ макстемператураf > 85
110;SELECT date FROM weather WHERE max_temperature_f  >  85;ВЫБРАТЬ дата ИЗ регистрсведений.погода ГДЕ макстемператураf > 85
111;SELECT name FROM station WHERE lat  <  37.5;ВЫБРАТЬ наименование ИЗ справочник.станции ГДЕ широта < 37.5
112;SELECT name FROM station WHERE lat  <  37.5;ВЫБРАТЬ наименование ИЗ справочник.станции ГДЕ широта < 37.5
113;SELECT city ,  max(lat) FROM station GROUP BY city;ВЫБРАТЬ город , МАКСИМУМ(широта) ИЗ справочник.станции СГРУППИРОВАТЬ ПО город
114;SELECT city ,  max(lat) FROM station GROUP BY city;ВЫБРАТЬ город , МАКСИМУМ(широта) ИЗ справочник.станции СГРУППИРОВАТЬ ПО город
115;SELECT start_station_name ,  end_station_name FROM trip ORDER BY id LIMIT 3;ВЫБРАТЬ ПЕРВЫЕ 3 станцияначала , станцияокончания ИЗ документ.поездка УПОРЯДОЧИТЬ ПО ссылка
116;SELECT start_station_name ,  end_station_name FROM trip ORDER BY id LIMIT 3;ВЫБРАТЬ ПЕРВЫЕ 3 станцияначала , станцияокончания ИЗ документ.поездка УПОРЯДОЧИТЬ ПО ссылка
117;"SELECT avg(lat) ,  avg(long) FROM station WHERE city  =  ""San Jose""";"ВЫБРАТЬ СРЕДНЕЕ(широта) , СРЕДНЕЕ(долгота) ИЗ справочник.станции ГДЕ город = ""San Jose"""
118;"SELECT avg(lat) ,  avg(long) FROM station WHERE city  =  ""San Jose""";"ВЫБРАТЬ СРЕДНЕЕ(широта) , СРЕДНЕЕ(долгота) ИЗ справочник.станции ГДЕ город = ""San Jose"""
119;SELECT id FROM trip ORDER BY duration LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 ссылка ИЗ документ.поездка УПОРЯДОЧИТЬ ПО длительность
120;SELECT id FROM trip ORDER BY duration LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 ссылка ИЗ документ.поездка УПОРЯДОЧИТЬ ПО длительность
121;SELECT sum(duration) ,  max(duration) FROM trip WHERE bike_id  =  636;ВЫБРАТЬ СУММА(длительность) , МАКСИМУМ(длительность) ИЗ документ.поездка ГДЕ велосипед = 636
122;SELECT sum(duration) ,  max(duration) FROM trip WHERE bike_id  =  636;ВЫБРАТЬ СУММА(длительность) , МАКСИМУМ(длительность) ИЗ документ.поездка ГДЕ велосипед = 636
123;"SELECT zip_code  ,  avg(mean_temperature_f) FROM weather WHERE date LIKE ""8/%"" GROUP BY zip_code";"ВЫБРАТЬ почтовыйиндекс , СРЕДНЕЕ(сртемператураf) ИЗ регистрсведений.погода ГДЕ дата ПОДОБНО ""8/%"" СГРУППИРОВАТЬ ПО почтовыйиндекс"
124;"SELECT zip_code  ,  avg(mean_temperature_f) FROM weather WHERE date LIKE ""8/%"" GROUP BY zip_code";"ВЫБРАТЬ почтовыйиндекс , СРЕДНЕЕ(сртемператураf) ИЗ регистрсведений.погода ГДЕ дата ПОДОБНО ""8/%"" СГРУППИРОВАТЬ ПО почтовыйиндекс"
125;SELECT count(DISTINCT bike_id) FROM trip;ВЫБРАТЬ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ велосипед) ИЗ документ.поездка
126;SELECT count(DISTINCT bike_id) FROM trip;ВЫБРАТЬ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ велосипед) ИЗ документ.поездка
127;SELECT count(DISTINCT city) FROM station;ВЫБРАТЬ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ город) ИЗ справочник.станции
128;SELECT count(DISTINCT city) FROM station;ВЫБРАТЬ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ город) ИЗ справочник.станции
129;"SELECT COUNT(*) FROM station WHERE city  =  ""Mountain View""";"ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.станции ГДЕ город = ""Mountain View"""
130;"SELECT COUNT(*) FROM station WHERE city  =  ""Mountain View""";"ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.станции ГДЕ город = ""Mountain View"""
131;SELECT DISTINCT T1.name FROM station AS T1 JOIN status AS T2 ON T1.id  =  T2.station_id WHERE T2.bikes_available  =  7;ВЫБРАТЬ РАЗЛИЧНЫЕ T1.наименование ИЗ справочник.станции КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.состояниестанций КАК T2 ПО T1.ссылка = T2.станция ГДЕ T2.велосипедовдоступно = 7
132;SELECT DISTINCT T1.name FROM station AS T1 JOIN status AS T2 ON T1.id  =  T2.station_id WHERE T2.bikes_available  =  7;ВЫБРАТЬ РАЗЛИЧНЫЕ T1.наименование ИЗ справочник.станции КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.состояниестанций КАК T2 ПО T1.ссылка = T2.станция ГДЕ T2.велосипедовдоступно = 7
133;"SELECT start_station_name ,  start_station_id FROM trip WHERE start_date LIKE ""8/%"" GROUP BY start_station_name ORDER BY COUNT(*) DESC LIMIT 1";"ВЫБРАТЬ ПЕРВЫЕ 1 станцияначала , наименованиестанцииначала ИЗ документ.поездка ГДЕ датаначала ПОДОБНО ""8/%"" СГРУППИРОВАТЬ ПО станцияначала УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ"
134;"SELECT start_station_name ,  start_station_id FROM trip WHERE start_date LIKE ""8/%"" GROUP BY start_station_name ORDER BY COUNT(*) DESC LIMIT 1";"ВЫБРАТЬ ПЕРВЫЕ 1 станцияначала , наименованиестанцииначала ИЗ документ.поездка ГДЕ датаначала ПОДОБНО ""8/%"" СГРУППИРОВАТЬ ПО станцияначала УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ"
135;SELECT bike_id FROM trip WHERE zip_code  =  94002 GROUP BY bike_id ORDER BY COUNT(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 велосипед ИЗ документ.поездка ГДЕ почтовыйиндекс = 94002 СГРУППИРОВАТЬ ПО велосипед УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
136;SELECT bike_id FROM trip WHERE zip_code  =  94002 GROUP BY bike_id ORDER BY COUNT(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 велосипед ИЗ документ.поездка ГДЕ почтовыйиндекс = 94002 СГРУППИРОВАТЬ ПО велосипед УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
137;SELECT COUNT(*) FROM weather WHERE mean_humidity  >  50 AND mean_visibility_miles  >  8;ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ регистрсведений.погода ГДЕ срвлажность > 50 И срвидимость > 8
138;SELECT COUNT(*) FROM weather WHERE mean_humidity  >  50 AND mean_visibility_miles  >  8;ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ регистрсведений.погода ГДЕ срвлажность > 50 И срвидимость > 8
139;SELECT T1.lat ,  T1.long ,  T1.city FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.start_station_id ORDER BY T2.duration LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T1.широта , T1.долгота , T1.город ИЗ справочник.станции КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ документ.поездка КАК T2 ПО T1.ссылка = T2.наименованиестанцииначала УПОРЯДОЧИТЬ ПО T2.длительность
140;SELECT T1.lat ,  T1.long ,  T1.city FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.start_station_id ORDER BY T2.duration LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T1.широта , T1.долгота , T1.город ИЗ справочник.станции КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ документ.поездка КАК T2 ПО T1.ссылка = T2.наименованиестанцииначала УПОРЯДОЧИТЬ ПО T2.длительность
143;"SELECT T1.name ,  T1.id FROM station AS T1 JOIN status AS T2 ON T1.id  =  T2.station_id GROUP BY T2.station_id HAVING avg(T2.bikes_available)  >  14 UNION SELECT name ,  id FROM station WHERE installation_date LIKE ""12/%""";"ВЫБРАТЬ T1.наименование , T1.ссылка ИЗ справочник.станции КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.состояниестанций КАК T2 ПО T1.ссылка = T2.станция СГРУППИРОВАТЬ ПО T2.станция ИМЕЮЩИЕ СРЕДНЕЕ(T2.велосипедовдоступно) > 14 ОБЪЕДИНИТЬ ВСЕ ВЫБРАТЬ name , id ИЗ справочник.станции ГДЕ installation_date ПОДОБНО ""12/%"""
